model,question_id,relevant_chunk_ids,precision@1,precision@3,precision@5,recall@1,recall@3,recall@5,top1_accuracy,top3_accuracy,top5_accuracy,reciprocal_rank,retrieval_time,retrieved_rank_1,retrieved_rank_2,retrieved_rank_3,retrieved_rank_4,retrieved_rank_5
bge,Q045,GlobalRAG_GlobalQA_P009_C003,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.07164439995540306,GlobalRAG_GlobalQA_P003_C005,GlobalRAG_GlobalQA_P002_C002,GlobalRAG_GlobalQA_P001_C006,GlobalRAG_GlobalQA_P001_C001,GlobalRAG_GlobalQA_P001_C005
bge,Q046,GTE_Embedding_Model_P001_C001,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.08574870001757517,Embedding Model Similarity in RAG_P004_C007,GTE_Embedding_Model_P006_C000,Embedding Model Similarity in RAG_P005_C002,Seven Failure Points in RAG Systems_P007_C002,Embedding Model Similarity in RAG_P004_C009
bge,Q047,GTE_Embedding_Model_P006_C004,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.07476350001525134,GTE_Embedding_Model_P006_C004,Massive Text Embedding Benchmark_P001_C000,Massive Text Embedding Benchmark_P002_C002,GlobalRAG_Benchmark_P011_C000,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P001_C005
bge,Q048,GTE_Embedding_Model_P011_C004,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.07169560005422682,GTE_Embedding_Model_P001_C003,BGE_Embedding_Framework_P009_C004,GTE_Embedding_Model_P008_C003,BGE_Embedding_Framework_P002_C009,GTE_Embedding_Model_P001_C000
bge,Q049,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P001_C000,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.07222559995716438,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P004_C004,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P002_C001,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P004_C002,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P001_C001,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P002_C003
bge,Q050,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P005_C002,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0,1,1,0.5,0.07398180000018328,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P005_C003,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P005_C002,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P004_C004,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P003_C003,RAG_for_factual_answers_P007_C005
bge,Q051,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P007_C000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.08086320001166314,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P007_C000,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P001_C002,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P007_C002,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P004_C004,HyDE_Zero_Shot_Dense_Retrieval_Gao_et_al_2022_P004_C002
bge,Q052,Lost_in_the_Middle_Long_Context_RAG_P002_C005,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0,1,1,0.3333333333333333,0.08794130000751466,Lost_in_the_Middle_Long_Context_RAG_P007_C001,Lost_in_the_Middle_Long_Context_RAG_P001_C000,Lost_in_the_Middle_Long_Context_RAG_P002_C005,Lost_in_the_Middle_Long_Context_RAG_P002_C004,Lost_in_the_Middle_Long_Context_RAG_P011_C000
bge,Q053,Lost_in_the_Middle_Long_Context_RAG_P008_C003,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.08295690000522882,Lost_in_the_Middle_Long_Context_RAG_P008_C003,Lost_in_the_Middle_Long_Context_RAG_P007_C005,Lost_in_the_Middle_Long_Context_RAG_P002_C006,Lost_in_the_Middle_Long_Context_RAG_P008_C002,Lost_in_the_Middle_Long_Context_RAG_P002_C005
bge,Q054,Lost_in_the_Middle_Long_Context_RAG_P014_C004,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.06848529999842867,Lost_in_the_Middle_Long_Context_RAG_P014_C004,survey_of_RAG_P014_C004,survey_of_RAG_P014_C002,Lost_in_the_Middle_Long_Context_RAG_P002_C001,Automated Evaluation of Retrieval Augmented Generation_P003_C001
bge,Q055,Massive Text Embedding Benchmark_P002_C002,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.06752549996599555,Massive Text Embedding Benchmark_P004_C007,Massive Text Embedding Benchmark_P005_C002,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P018_C003,E5_Text_Embeddings_Microsoft_P005_C005,Massive Text Embedding Benchmark_P003_C004
bge,Q056,Massive Text Embedding Benchmark_P009_C004,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.07856860000174493,Massive Text Embedding Benchmark_P002_C003,Massive Text Embedding Benchmark_P017_C001,Massive Text Embedding Benchmark_P005_C002,Massive Text Embedding Benchmark_P004_C004,Massive Text Embedding Benchmark_P003_C004
bge,Q057,Massive Text Embedding Benchmark_P017_C001,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.06433739996282384,Massive Text Embedding Benchmark_P017_C001,Massive Text Embedding Benchmark_P005_C002,Massive Text Embedding Benchmark_P017_C000,Massive Text Embedding Benchmark_P003_C004,Massive Text Embedding Benchmark_P002_C006
bge,Q058,NV-Embed_LLM_Embedding_Model_P001_C001,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.07904049998614937,NV-Embed_LLM_Embedding_Model_P001_C000,NV-Embed_LLM_Embedding_Model_P010_C006,NV-Embed_LLM_Embedding_Model_P016_C000,NV-Embed_LLM_Embedding_Model_P007_C006,NV-Embed_LLM_Embedding_Model_P019_C000
bge,Q059,NV-Embed_LLM_Embedding_Model_P010_C005,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0,1,1,0.5,0.07714820001274347,NV-Embed_LLM_Embedding_Model_P001_C002,NV-Embed_LLM_Embedding_Model_P010_C005,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P001_C000,NV-Embed_LLM_Embedding_Model_P002_C005,GlobalRAG_Benchmark_P010_C001
bge,Q060,NV-Embed_LLM_Embedding_Model_P018_C002,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.07864540000446141,NV-Embed_LLM_Embedding_Model_P018_C002,NV-Embed_LLM_Embedding_Model_P009_C000,NV-Embed_LLM_Embedding_Model_P007_C004,NV-Embed_LLM_Embedding_Model_P007_C003,NV-Embed_LLM_Embedding_Model_P018_C001
bge,Q061,RAG Failure Points and Challenges_P002_C003,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.06933259998913854,RAG Failure Points and Challenges_P004_C001,RAG Failure Points and Challenges_P004_C002,RAG Failure Points and Challenges_P003_C000,RAG Failure Points and Challenges_P001_C008,RAG Failure Points and Challenges_P002_C000
bge,Q062,RAG Failure Points and Challenges_P005_C001,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.07609180000144988,survey_of_RAG_P005_C001,A Benchmarking Library for Retrieval-Augmented Generation_P005_C005,A Benchmarking Library for Retrieval-Augmented Generation_P002_C006,RAG Failure Points and Challenges_P005_C003,survey_of_RAG_P003_C005
bge,Q063,RAG Failure Points and Challenges_P005_C006,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.07825630001025274,RAG Failure Points and Challenges_P001_C002,RAG Failure Points and Challenges_P001_C008,RAG Failure Points and Challenges_P002_C000,A Benchmarking Library for Retrieval-Augmented Generation_P008_C002,survey_of_RAG_P001_C008
bge,Q064,RAG_for_factual_answers_P002_C004,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.08590089995414019,RAG_for_factual_answers_P009_C005,RAG_for_factual_answers_P019_C001,RAG_for_factual_answers_P002_C003,RAG_for_factual_answers_P009_C006,RAG_for_factual_answers_P001_C001
bge,Q065,RAG_for_factual_answers_P007_C005,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.0769715000060387,RAG_for_factual_answers_P007_C005,GlobalRAG_Benchmark_P008_C003,E5_Text_Embeddings_Microsoft_P008_C004,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P001_C006,Technical_Embeddings_RAG_P005_C005
bge,Q066,RAG_for_factual_answers_P017_C000,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0,1,1,0.5,0.09257979999529198,RAG_for_factual_answers_P008_C002,RAG_for_factual_answers_P017_C000,RAG_for_factual_answers_P018_C000,RAG_for_factual_answers_P005_C005,RAG Failure Points and Challenges_P002_C000
bge,Q067,S2ORC_ScientificCorpus_P002_C002,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.06504549999954179,S2ORC_ScientificCorpus_P002_C004,S2ORC_ScientificCorpus_P002_C006,S2ORC_ScientificCorpus_P002_C000,S2ORC_ScientificCorpus_P004_C005,S2ORC_ScientificCorpus_P001_C003
bge,Q068,S2ORC_ScientificCorpus_P008_C002,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.08158679999178275,S2ORC_ScientificCorpus_P008_C002,S2ORC_ScientificCorpus_P008_C003,S2ORC_ScientificCorpus_P001_C001,S2ORC_ScientificCorpus_P007_C003,GlobalRAG_GlobalQA_P002_C002
bge,Q069,S2ORC_ScientificCorpus_P014_C004,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.08227429998805746,S2ORC_ScientificCorpus_P014_C004,S2ORC_ScientificCorpus_P002_C000,S2ORC_ScientificCorpus_P008_C006,S2ORC_ScientificCorpus_P002_C002,S2ORC_ScientificCorpus_P002_C004
bge,Q070,SciBERT_ScientificNLP_P001_C003,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0,1,1,0.5,0.07312789995921776,SciBERT_ScientificNLP_P001_C004,SciBERT_ScientificNLP_P001_C003,SciBERT_ScientificNLP_P005_C001,S2ORC_ScientificCorpus_P006_C004,GlobalRAG_GlobalQA_P003_C000
bge,Q071,SciBERT_ScientificNLP_P004_C003,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.07719780004117638,SciBERT_ScientificNLP_P001_C004,SciBERT_ScientificNLP_P005_C001,SciBERT_ScientificNLP_P005_C000,S2ORC_ScientificCorpus_P006_C004,SciBERT_ScientificNLP_P003_C004
bge,Q072,SciBERT_ScientificNLP_P005_C001,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0,1,1,0.5,0.08458250004332513,SciBERT_ScientificNLP_P001_C005,SciBERT_ScientificNLP_P005_C001,SciBERT_ScientificNLP_P002_C004,S2ORC_ScientificCorpus_P006_C004,SciBERT_ScientificNLP_P001_C004
bge,Q073,Sentence_BERT_SBERT_P002_C004,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.08208199997898191,Sentence_BERT_SBERT_P001_C005,Sentence_BERT_SBERT_P007_C003,Sentence_BERT_SBERT_P001_C002,Sentence_BERT_SBERT_P004_C004,Sentence_BERT_SBERT_P001_C003
bge,Q074,Sentence_BERT_SBERT_P005_C001,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.07269320002524182,Sentence_BERT_SBERT_P004_C003,Sentence_BERT_SBERT_P002_C002,Sentence_BERT_SBERT_P004_C005,Sentence_BERT_SBERT_P005_C004,Sentence_BERT_SBERT_P005_C005
bge,Q075,Sentence_BERT_SBERT_P008_C005,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.07395220000762492,Sentence_BERT_SBERT_P001_C001,Sentence_BERT_SBERT_P001_C002,Sentence_BERT_SBERT_P001_C005,Sentence_BERT_SBERT_P001_C003,Sentence_BERT_SBERT_P008_C004
bge,Q076,Seven Failure Points in RAG Systems_P001_C001,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.07177899999078363,Seven Failure Points in RAG Systems_P001_C001,Seven Failure Points in RAG Systems_P001_C004,Seven Failure Points in RAG Systems_P007_C002,BGE_Embedding_Framework_P004_C006,survey_of_RAG_P009_C003
bge,Q077,Seven Failure Points in RAG Systems_P001_C003,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0,1,1,0.5,0.07124720001593232,Seven Failure Points in RAG Systems_P002_C002,Seven Failure Points in RAG Systems_P001_C003,Seven Failure Points in RAG Systems_P001_C004,Seven Failure Points in RAG Systems_P002_C000,Seven Failure Points in RAG Systems_P007_C002
bge,Q078,Seven Failure Points in RAG Systems_P020_C003,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.08433240000158548,Seven Failure Points in RAG Systems_P020_C003,NV-Embed_LLM_Embedding_Model_P009_C004,BGE_Embedding_Framework_P004_C005,NV-Embed_LLM_Embedding_Model_P008_C000,Seven Failure Points in RAG Systems_P017_C005
bge,Q079,SPLADE_Sparse_Retrieval_Model_P001_C007,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.08120739995501935,SPLADE_Sparse_Retrieval_Model_P004_C007,A Benchmarking Library for Retrieval-Augmented Generation_P028_C002,A Benchmarking Library for Retrieval-Augmented Generation_P003_C002,SPLADE_Sparse_Retrieval_Model_P004_C001,GlobalRAG_Benchmark_P005_C001
bge,Q080,SPLADE_Sparse_Retrieval_Model_P003_C008,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.07991619996028021,SPLADE_Sparse_Retrieval_Model_P001_C000,SPLADE_Sparse_Retrieval_Model_P004_C006,SPLADE_Sparse_Retrieval_Model_P004_C007,SPLADE_Sparse_Retrieval_Model_P002_C004,SPLADE_Sparse_Retrieval_Model_P003_C009
bge,Q081,SPLADE_Sparse_Retrieval_Model_P004_C006,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.08335770003031939,SPLADE_Sparse_Retrieval_Model_P004_C007,SPLADE_Sparse_Retrieval_Model_P001_C000,SPLADE_Sparse_Retrieval_Model_P002_C004,SPLADE_Sparse_Retrieval_Model_P004_C001,A Benchmarking Library for Retrieval-Augmented Generation_P024_C000
bge,Q082,survey_of_RAG_P001_C007,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.08137229998828843,RAG Failure Points and Challenges_P003_C002,survey_of_RAG_P012_C004,A Benchmarking Library for Retrieval-Augmented Generation_P008_C002,survey_of_RAG_P001_C008,survey_of_RAG_P012_C005
bge,Q083,survey_of_RAG_P005_C008,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.07390660000964999,survey_of_RAG_P012_C004,A Benchmarking Library for Retrieval-Augmented Generation_P008_C001,RAG Failure Points and Challenges_P003_C000,RAG Failure Points and Challenges_P004_C005,A Benchmarking Library for Retrieval-Augmented Generation_P005_C005
bge,Q084,survey_of_RAG_P009_C004,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.07550570002058521,Embedding Model Similarity in RAG_P001_C004,Embedding Model Similarity in RAG_P007_C012,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P006_C001,Embedding Model Similarity in RAG_P001_C007,Embedding Model Similarity in RAG_P003_C004
bge,Q085,Technical_Embeddings_RAG_P001_C005,0.0,0.0,0.2,0.0,0.0,1.0,0,0,1,0.2,0.08040219999384135,Technical_Embeddings_RAG_P004_C001,Technical_Embeddings_RAG_P002_C005,Technical_Embeddings_RAG_P001_C007,Technical_Embeddings_RAG_P001_C006,Technical_Embeddings_RAG_P001_C005
bge,Q086,Technical_Embeddings_RAG_P002_C006,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.07406320003792644,Technical_Embeddings_RAG_P002_C006,Technical_Embeddings_RAG_P002_C005,Technical_Embeddings_RAG_P005_C002,Technical_Embeddings_RAG_P004_C001,Technical_Embeddings_RAG_P001_C000
bge,Q087,Technical_Embeddings_RAG_P006_C000,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.08000199997331947,Technical_Embeddings_RAG_P004_C006,Technical_Embeddings_RAG_P005_C003,Seven Failure Points in RAG Systems_P002_C000,Technical_Embeddings_RAG_P004_C007,GlobalRAG_GlobalQA_P007_C001
bge,Q088,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P001_C000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.07483070000307634,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P001_C000,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P002_C002,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P009_C004,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P010_C003,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P001_C002
bge,Q089,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P008_C004,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.06749270000727847,E5_Text_Embeddings_Microsoft_P008_C004,RAG_for_factual_answers_P007_C005,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P001_C000,NV-Embed_LLM_Embedding_Model_P007_C005,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P007_C000
bge,Q090,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P010_C002,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0,1,1,0.5,0.07741209998494014,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P010_C000,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P010_C002,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P009_C004,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P010_C003,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P001_C002
openai,Q001,A Benchmarking Library for Retrieval-Augmented Generation_P002_C001,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,12.109934600011911,A Benchmarking Library for Retrieval-Augmented Generation_P002_C002,A Benchmarking Library for Retrieval-Augmented Generation_P003_C002,A Benchmarking Library for Retrieval-Augmented Generation_P001_C001,A Benchmarking Library for Retrieval-Augmented Generation_P003_C001,A Benchmarking Library for Retrieval-Augmented Generation_P003_C003
openai,Q002,A Benchmarking Library for Retrieval-Augmented Generation_P006_C003,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.7885471000336111,A Benchmarking Library for Retrieval-Augmented Generation_P002_C002,A Benchmarking Library for Retrieval-Augmented Generation_P003_C001,A Benchmarking Library for Retrieval-Augmented Generation_P004_C006,A Benchmarking Library for Retrieval-Augmented Generation_P018_C005,A Benchmarking Library for Retrieval-Augmented Generation_P003_C005
openai,Q003,A Benchmarking Library for Retrieval-Augmented Generation_P008_C001,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.14819889998761937,A Benchmarking Library for Retrieval-Augmented Generation_P002_C002,survey_of_RAG_P012_C004,A Benchmarking Library for Retrieval-Augmented Generation_P008_C000,A Benchmarking Library for Retrieval-Augmented Generation_P003_C000,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P008_C002
openai,Q004,Automated Evaluation of Retrieval Augmented Generation_P001_C000,0.0,0.0,0.2,0.0,0.0,1.0,0,0,1,0.2,0.12349309999262914,Automated Evaluation of Retrieval Augmented Generation_P001_C006,Automated Evaluation of Retrieval Augmented Generation_P001_C001,A Benchmarking Library for Retrieval-Augmented Generation_P002_C004,Embedding Similarity in RAG_P002_C007,Automated Evaluation of Retrieval Augmented Generation_P001_C000
openai,Q005,Automated Evaluation of Retrieval Augmented Generation_P005_C001,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.160636099986732,Embedding Similarity in RAG_P004_C002,Embedding Similarity in RAG_P006_C004,survey_of_RAG_P014_C000,Automated Evaluation of Retrieval Augmented Generation_P001_C006,Embedding Similarity in RAG_P004_C001
openai,Q006,Automated Evaluation of Retrieval Augmented Generation_P005_C004,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.14981239999178797,survey_of_RAG_P014_C001,survey_of_RAG_P012_C004,survey_of_RAG_P012_C001,survey_of_RAG_P012_C003,Embedding Similarity in RAG_P002_C007
openai,Q007,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P001_C005,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.14552329998696223,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P008_C002,survey_of_RAG_P014_C001,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P002_C007,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P002_C004,A Benchmarking Library for Retrieval-Augmented Generation_P028_C000
openai,Q008,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P004_C000,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0,1,1,0.5,0.18912519997684285,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P008_C002,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P004_C000,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P002_C004,RAG_for_factual_answers_P007_C005,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P004_C003
openai,Q009,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P008_C002,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.14376359997550026,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P004_C000,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P007_C001,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P001_C005,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P001_C002,Benchmarking_RAG_Retrieval_Strategies_BM25_Corrective_RAG_P010_C004
openai,Q010,BERT_Passage_Reranking_P001_C000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.17200279998360202,BERT_Passage_Reranking_P001_C000,BERT_Passage_Reranking_P001_C003,BERT_Passage_Reranking_P004_C000,BERT_Passage_Reranking_P001_C004,BERT_Passage_Reranking_P002_C000
openai,Q011,BERT_Passage_Reranking_P003_C002,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.17377019999548793,BERT_Passage_Reranking_P001_C000,ColBERT_Late_Interaction_Retrieval_P001_C005,ColBERT_Late_Interaction_Retrieval_P007_C000,survey_of_RAG_P010_C002,ColBERT_Late_Interaction_Retrieval_P007_C002
openai,Q012,BERT_Passage_Reranking_P004_C000,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0,1,1,0.3333333333333333,0.14882429997669533,BERT_Passage_Reranking_P001_C000,BERT_Passage_Reranking_P001_C003,BERT_Passage_Reranking_P004_C000,SPLADE_Sparse_Retrieval_Model_P005_C003,BERT_Passage_Reranking_P001_C004
openai,Q013,BGE_Embedding_Framework_P002_C001,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.14500869996845722,BGE_Embedding_Framework_P002_C001,BGE_Embedding_Framework_P001_C006,BGE_Embedding_Framework_P002_C003,BGE_Embedding_Framework_P003_C002,BGE_Embedding_Framework_P009_C005
openai,Q014,BGE_Embedding_Framework_P007_C007,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.1542155999923125,BGE_Embedding_Framework_P007_C007,BGE_Embedding_Framework_P007_C004,BGE_Embedding_Framework_P006_C006,BGE_Embedding_Framework_P007_C006,BGE_Embedding_Framework_P006_C007
openai,Q015,BGE_Embedding_Framework_P001_C000,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.15009850001661107,BGE_Embedding_Framework_P002_C007,BGE_Embedding_Framework_P003_C005,BGE_Embedding_Framework_P006_C005,BGE_Embedding_Framework_P002_C004,BGE_Embedding_Framework_P006_C004
openai,Q016,ColBERT_Late_Interaction_Retrieval_P001_C005,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.1900185000267811,ColBERT_Late_Interaction_Retrieval_P006_C001,ColBERT_Late_Interaction_Retrieval_P007_C004,ColBERT_Late_Interaction_Retrieval_P007_C005,ColBERT_Late_Interaction_Retrieval_P005_C006,ColBERT_Late_Interaction_Retrieval_P009_C007
openai,Q017,ColBERT_Late_Interaction_Retrieval_P004_C006,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.13983430003281683,ColBERT_Late_Interaction_Retrieval_P004_C006,ColBERT_Late_Interaction_Retrieval_P009_C006,Weller_et_al_2026_Theoretical_Limitations_Embedding_Retrieval_P008_C001,ColBERT_Late_Interaction_Retrieval_P004_C007,ColBERT_Late_Interaction_Retrieval_P006_C006
openai,Q018,ColBERT_Late_Interaction_Retrieval_P008_C003,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.12685820000478998,ColBERT_Late_Interaction_Retrieval_P008_C003,BERT_Passage_Reranking_P003_C000,ColBERT_Late_Interaction_Retrieval_P007_C001,ColBERT_Late_Interaction_Retrieval_P008_C007,ColBERT_Late_Interaction_Retrieval_P009_C000
openai,Q019,DPR_for_question_answering_P001_C005,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0,1,1,0.5,0.14237119996687397,DPR_for_question_answering_P009_C005,DPR_for_question_answering_P001_C005,DPR_for_question_answering_P001_C001,DPR_for_question_answering_P001_C000,DPR_for_question_answering_P009_C002
openai,Q020,DPR_for_question_answering_P006_C000,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.13740740000503138,DPR_for_question_answering_P005_C005,DPR_for_question_answering_P006_C006,E5_Text_Embeddings_Microsoft_P016_C001,DPR_for_question_answering_P005_C004,DPR_for_question_answering_P012_C002
openai,Q021,DPR_for_question_answering_P009_C005,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.127779999980703,DPR_for_question_answering_P009_C005,DPR_for_question_answering_P001_C000,DPR_for_question_answering_P009_C004,DPR_for_question_answering_P009_C002,DPR_for_question_answering_P001_C005
openai,Q022,DPR_Internal_Knowledge_and_Retrieval_Analysis_P002_C002,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.14243840001290664,DPR_for_question_answering_P009_C004,DPR_Internal_Knowledge_and_Retrieval_Analysis_P001_C001,DPR_Internal_Knowledge_and_Retrieval_Analysis_P008_C000,DPR_Internal_Knowledge_and_Retrieval_Analysis_P006_C006,DPR_Internal_Knowledge_and_Retrieval_Analysis_P001_C000
openai,Q023,DPR_Internal_Knowledge_and_Retrieval_Analysis_P008_C000,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1,1,1,1.0,0.14308080001501366,DPR_Internal_Knowledge_and_Retrieval_Analysis_P008_C000,DPR_Internal_Knowledge_and_Retrieval_Analysis_P007_C006,DPR_Internal_Knowledge_and_Retrieval_Analysis_P007_C007,DPR_for_question_answering_P009_C004,DPR_Internal_Knowledge_and_Retrieval_Analysis_P001_C001
